MPRN,Meter Serial Number,Read Value,Read Type,Read Date and End Time
100109xxxxx,223xxxxx,8084.58,24 Hr Active Import Register (kWh),12/05/2025 00:00
100109xxxxx,223xxxxx,8071.06,24 Hr Active Import Register (kWh),11/05/2025 00:00
100109xxxxx,223xxxxx,8058.887,24 Hr Active Import Register (kWh),10/05/2025 00:00
100109xxxxx,223xxxxx,8044.612,24 Hr Active Import Register (kWh),09/05/2025 00:00
100109xxxxx,223xxxxx,8032.879,24 Hr Active Import Register (kWh),08/05/2025 00:00
100109xxxxx,223xxxxx,8020.523,24 Hr Active Import Register (kWh),07/05/2025 00:00
100109xxxxx,223xxxxx,8009.082,24 Hr Active Import Register (kWh),06/05/2025 00:00
100109xxxxx,223xxxxx,7996.665,24 Hr Active Import Register (kWh),05/05/2025 00:00
100109xxxxx,223xxxxx,7981.637,24 Hr Active Import Register (kWh),04/05/2025 00:00
100109xxxxx,223xxxxx,7971.536,24 Hr Active Import Register (kWh),03/05/2025 00:00
100109xxxxx,223xxxxx,7963.854,24 Hr Active Import Register (kWh),02/05/2025 00:00
100109xxxxx,223xxxxx,7954.301,24 Hr Active Import Register (kWh),01/05/2025 00:00
100109xxxxx,223xxxxx,7945.689,24 Hr Active Import Register (kWh),30/04/2025 00:00
100109xxxxx,223xxxxx,7936.351,24 Hr Active Import Register (kWh),29/04/2025 00:00
100109xxxxx,223xxxxx,7925.574,24 Hr Active Import Register (kWh),28/04/2025 00:00
100109xxxxx,223xxxxx,7914.201,24 Hr Active Import Register (kWh),27/04/2025 00:00
100109xxxxx,223xxxxx,7904.678,24 Hr Active Import Register (kWh),26/04/2025 00:00
100109xxxxx,223xxxxx,7895.225,24 Hr Active Import Register (kWh),25/04/2025 00:00
100109xxxxx,223xxxxx,7884.092,24 Hr Active Import Register (kWh),24/04/2025 00:00
100109xxxxx,223xxxxx,7872.721,24 Hr Active Import Register (kWh),23/04/2025 00:00
100109xxxxx,223xxxxx,7864.038,24 Hr Active Import Register (kWh),22/04/2025 00:00
100109xxxxx,223xxxxx,7854.804,24 Hr Active Import Register (kWh),21/04/2025 00:00
100109xxxxx,223xxxxx,7843.778,24 Hr Active Import Register (kWh),20/04/2025 00:00
100109xxxxx,223xxxxx,7832.204,24 Hr Active Import Register (kWh),19/04/2025 00:00
100109xxxxx,223xxxxx,7823.394,24 Hr Active Import Register (kWh),18/04/2025 00:00
100109xxxxx,223xxxxx,7814.612,24 Hr Active Import Register (kWh),17/04/2025 00:00
100109xxxxx,223xxxxx,7803.831,24 Hr Active Import Register (kWh),16/04/2025 00:00
100109xxxxx,223xxxxx,7794.153,24 Hr Active Import Register (kWh),15/04/2025 00:00
100109xxxxx,223xxxxx,7785.583,24 Hr Active Import Register (kWh),14/04/2025 00:00
100109xxxxx,223xxxxx,7774.772,24 Hr Active Import Register (kWh),13/04/2025 00:00
100109xxxxx,223xxxxx,7765.427,24 Hr Active Import Register (kWh),12/04/2025 00:00
100109xxxxx,223xxxxx,7755.353,24 Hr Active Import Register (kWh),11/04/2025 00:00
100109xxxxx,223xxxxx,7744.277,24 Hr Active Import Register (kWh),10/04/2025 00:00
100109xxxxx,223xxxxx,7734.878,24 Hr Active Import Register (kWh),09/04/2025 00:00
100109xxxxx,223xxxxx,7726.464,24 Hr Active Import Register (kWh),08/04/2025 00:00
100109xxxxx,223xxxxx,7717.441,24 Hr Active Import Register (kWh),07/04/2025 00:00
100109xxxxx,223xxxxx,7708.57,24 Hr Active Import Register (kWh),06/04/2025 00:00
100109xxxxx,223xxxxx,7697.562,24 Hr Active Import Register (kWh),05/04/2025 00:00
100109xxxxx,223xxxxx,7688.501,24 Hr Active Import Register (kWh),04/04/2025 00:00
100109xxxxx,223xxxxx,7680.054,24 Hr Active Import Register (kWh),03/04/2025 00:00
100109xxxxx,223xxxxx,7670.243,24 Hr Active Import Register (kWh),02/04/2025 00:00
100109xxxxx,223xxxxx,7660.908,24 Hr Active Import Register (kWh),01/04/2025 00:00
100109xxxxx,223xxxxx,7651.621,24 Hr Active Import Register (kWh),31/03/2025 00:00
100109xxxxx,223xxxxx,7643.825,24 Hr Active Import Register (kWh),30/03/2025 00:00
100109xxxxx,223xxxxx,7631.95,24 Hr Active Import Register (kWh),29/03/2025 00:00
100109xxxxx,223xxxxx,7621.573,24 Hr Active Import Register (kWh),28/03/2025 00:00
100109xxxxx,223xxxxx,7607.763,24 Hr Active Import Register (kWh),27/03/2025 00:00
100109xxxxx,223xxxxx,7600.221,24 Hr Active Import Register (kWh),26/03/2025 00:00
100109xxxxx,223xxxxx,7590.892,24 Hr Active Import Register (kWh),25/03/2025 00:00
100109xxxxx,223xxxxx,7580.528,24 Hr Active Import Register (kWh),24/03/2025 00:00
100109xxxxx,223xxxxx,7571.932,24 Hr Active Import Register (kWh),23/03/2025 00:00
100109xxxxx,223xxxxx,7562.731,24 Hr Active Import Register (kWh),22/03/2025 00:00
100109xxxxx,223xxxxx,7553.791,24 Hr Active Import Register (kWh),21/03/2025 00:00
100109xxxxx,223xxxxx,7545.678,24 Hr Active Import Register (kWh),20/03/2025 00:00
100109xxxxx,223xxxxx,7535.697,24 Hr Active Import Register (kWh),19/03/2025 00:00
100109xxxxx,223xxxxx,7527.361,24 Hr Active Import Register (kWh),18/03/2025 00:00
100109xxxxx,223xxxxx,7516.799,24 Hr Active Import Register (kWh),17/03/2025 00:00
100109xxxxx,223xxxxx,7505.51,24 Hr Active Import Register (kWh),16/03/2025 00:00
100109xxxxx,223xxxxx,7496.572,24 Hr Active Import Register (kWh),15/03/2025 00:00
100109xxxxx,223xxxxx,7483.945,24 Hr Active Import Register (kWh),14/03/2025 00:00
100109xxxxx,223xxxxx,7473.172,24 Hr Active Import Register (kWh),13/03/2025 00:00
100109xxxxx,223xxxxx,7462.956,24 Hr Active Import Register (kWh),12/03/2025 00:00
100109xxxxx,223xxxxx,7453.027,24 Hr Active Import Register (kWh),11/03/2025 00:00
100109xxxxx,223xxxxx,7442.544,24 Hr Active Import Register (kWh),10/03/2025 00:00
100109xxxxx,223xxxxx,7432.947,24 Hr Active Import Register (kWh),09/03/2025 00:00
100109xxxxx,223xxxxx,7421.189,24 Hr Active Import Register (kWh),08/03/2025 00:00
100109xxxxx,223xxxxx,7410.578,24 Hr Active Import Register (kWh),07/03/2025 00:00
100109xxxxx,223xxxxx,7393.112,24 Hr Active Import Register (kWh),06/03/2025 00:00
100109xxxxx,223xxxxx,7377.513,24 Hr Active Import Register (kWh),05/03/2025 00:00
100109xxxxx,223xxxxx,7368.095,24 Hr Active Import Register (kWh),04/03/2025 00:00
100109xxxxx,223xxxxx,7354.163,24 Hr Active Import Register (kWh),03/03/2025 00:00
100109xxxxx,223xxxxx,7338.089,24 Hr Active Import Register (kWh),02/03/2025 00:00
100109xxxxx,223xxxxx,7322.665,24 Hr Active Import Register (kWh),01/03/2025 00:00
100109xxxxx,223xxxxx,7309.339,24 Hr Active Import Register (kWh),28/02/2025 00:00
100109xxxxx,223xxxxx,7293.692,24 Hr Active Import Register (kWh),27/02/2025 00:00
100109xxxxx,223xxxxx,7277.56,24 Hr Active Import Register (kWh),26/02/2025 00:00
100109xxxxx,223xxxxx,7265.632,24 Hr Active Import Register (kWh),25/02/2025 00:00
100109xxxxx,223xxxxx,7252.638,24 Hr Active Import Register (kWh),24/02/2025 00:00
100109xxxxx,223xxxxx,7235.409,24 Hr Active Import Register (kWh),23/02/2025 00:00
100109xxxxx,223xxxxx,7216.352,24 Hr Active Import Register (kWh),22/02/2025 00:00
100109xxxxx,223xxxxx,7198.622,24 Hr Active Import Register (kWh),21/02/2025 00:00
100109xxxxx,223xxxxx,7179.819,24 Hr Active Import Register (kWh),20/02/2025 00:00
100109xxxxx,223xxxxx,7161.208,24 Hr Active Import Register (kWh),19/02/2025 00:00
100109xxxxx,223xxxxx,7141.773,24 Hr Active Import Register (kWh),18/02/2025 00:00
100109xxxxx,223xxxxx,7122.099,24 Hr Active Import Register (kWh),17/02/2025 00:00
100109xxxxx,223xxxxx,7105.15,24 Hr Active Import Register (kWh),16/02/2025 00:00
100109xxxxx,223xxxxx,7086.288,24 Hr Active Import Register (kWh),15/02/2025 00:00
100109xxxxx,223xxxxx,7067.382,24 Hr Active Import Register (kWh),14/02/2025 00:00
100109xxxxx,223xxxxx,7047.852,24 Hr Active Import Register (kWh),13/02/2025 00:00
100109xxxxx,223xxxxx,7027.958,24 Hr Active Import Register (kWh),12/02/2025 00:00
100109xxxxx,223xxxxx,7007.657,24 Hr Active Import Register (kWh),11/02/2025 00:00
100109xxxxx,223xxxxx,0,24 Hr Active Import Register (kWh),10/02/2025 00:00
100109xxxxx,223xxxxx,6966.919,24 Hr Active Import Register (kWh),09/02/2025 00:00
100109xxxxx,223xxxxx,6949.808,24 Hr Active Import Register (kWh),08/02/2025 00:00
100109xxxxx,223xxxxx,6936.762,24 Hr Active Import Register (kWh),07/02/2025 00:00
100109xxxxx,223xxxxx,6918.99,24 Hr Active Import Register (kWh),06/02/2025 00:00
100109xxxxx,223xxxxx,6905.608,24 Hr Active Import Register (kWh),05/02/2025 00:00
100109xxxxx,223xxxxx,6890.648,24 Hr Active Import Register (kWh),04/02/2025 00:00
100109xxxxx,223xxxxx,6864.485,24 Hr Active Import Register (kWh),03/02/2025 00:00
100109xxxxx,223xxxxx,6848.204,24 Hr Active Import Register (kWh),02/02/2025 00:00
100109xxxxx,223xxxxx,6827.287,24 Hr Active Import Register (kWh),01/02/2025 00:00
100109xxxxx,223xxxxx,6811.141,24 Hr Active Import Register (kWh),31/01/2025 00:00
100109xxxxx,223xxxxx,6796.29,24 Hr Active Import Register (kWh),30/01/2025 00:00
100109xxxxx,223xxxxx,6777.566,24 Hr Active Import Register (kWh),29/01/2025 00:00
100109xxxxx,223xxxxx,6758.921,24 Hr Active Import Register (kWh),28/01/2025 00:00
100109xxxxx,223xxxxx,0,24 Hr Active Import Register (kWh),27/01/2025 00:00
100109xxxxx,223xxxxx,0,24 Hr Active Import Register (kWh),26/01/2025 00:00
100109xxxxx,223xxxxx,6756.633,24 Hr Active Import Register (kWh),25/01/2025 00:00
100109xxxxx,223xxxxx,6754.074,24 Hr Active Import Register (kWh),24/01/2025 00:00
100109xxxxx,223xxxxx,0,24 Hr Active Import Register (kWh),23/01/2025 00:00
100109xxxxx,223xxxxx,6729.429,24 Hr Active Import Register (kWh),22/01/2025 00:00
100109xxxxx,223xxxxx,6719.146,24 Hr Active Import Register (kWh),21/01/2025 00:00
100109xxxxx,223xxxxx,6705.665,24 Hr Active Import Register (kWh),20/01/2025 00:00
100109xxxxx,223xxxxx,6692.368,24 Hr Active Import Register (kWh),19/01/2025 00:00
100109xxxxx,223xxxxx,6682.677,24 Hr Active Import Register (kWh),18/01/2025 00:00
100109xxxxx,223xxxxx,6669.63,24 Hr Active Import Register (kWh),17/01/2025 00:00
100109xxxxx,223xxxxx,6659.294,24 Hr Active Import Register (kWh),16/01/2025 00:00
100109xxxxx,223xxxxx,6647.738,24 Hr Active Import Register (kWh),15/01/2025 00:00
100109xxxxx,223xxxxx,6629.517,24 Hr Active Import Register (kWh),14/01/2025 00:00
100109xxxxx,223xxxxx,6614.42,24 Hr Active Import Register (kWh),13/01/2025 00:00
100109xxxxx,223xxxxx,6601.422,24 Hr Active Import Register (kWh),12/01/2025 00:00
100109xxxxx,223xxxxx,6591.937,24 Hr Active Import Register (kWh),11/01/2025 00:00
100109xxxxx,223xxxxx,6578.034,24 Hr Active Import Register (kWh),10/01/2025 00:00
100109xxxxx,223xxxxx,6567.991,24 Hr Active Import Register (kWh),09/01/2025 00:00
100109xxxxx,223xxxxx,6555.435,24 Hr Active Import Register (kWh),08/01/2025 00:00
100109xxxxx,223xxxxx,6545.253,24 Hr Active Import Register (kWh),07/01/2025 00:00
100109xxxxx,223xxxxx,6534.876,24 Hr Active Import Register (kWh),06/01/2025 00:00
100109xxxxx,223xxxxx,6525.9,24 Hr Active Import Register (kWh),05/01/2025 00:00
100109xxxxx,223xxxxx,6510.531,24 Hr Active Import Register (kWh),04/01/2025 00:00
100109xxxxx,223xxxxx,6500.133,24 Hr Active Import Register (kWh),03/01/2025 00:00
100109xxxxx,223xxxxx,6486.895,24 Hr Active Import Register (kWh),02/01/2025 00:00
100109xxxxx,223xxxxx,6474.64,24 Hr Active Import Register (kWh),01/01/2025 00:00
100109xxxxx,223xxxxx,6463.155,24 Hr Active Import Register (kWh),31/12/2024 00:00
100109xxxxx,223xxxxx,6453.643,24 Hr Active Import Register (kWh),30/12/2024 00:00
100109xxxxx,223xxxxx,6442.464,24 Hr Active Import Register (kWh),29/12/2024 00:00
100109xxxxx,223xxxxx,6432.048,24 Hr Active Import Register (kWh),28/12/2024 00:00
100109xxxxx,223xxxxx,6415.566,24 Hr Active Import Register (kWh),27/12/2024 00:00
100109xxxxx,223xxxxx,6402.713,24 Hr Active Import Register (kWh),26/12/2024 00:00
100109xxxxx,223xxxxx,6383.312,24 Hr Active Import Register (kWh),25/12/2024 00:00
100109xxxxx,223xxxxx,6373.018,24 Hr Active Import Register (kWh),24/12/2024 00:00
100109xxxxx,223xxxxx,6363.164,24 Hr Active Import Register (kWh),23/12/2024 00:00
100109xxxxx,223xxxxx,6349.568,24 Hr Active Import Register (kWh),22/12/2024 00:00
100109xxxxx,223xxxxx,6336.732,24 Hr Active Import Register (kWh),21/12/2024 00:00
100109xxxxx,223xxxxx,6326.807,24 Hr Active Import Register (kWh),20/12/2024 00:00
100109xxxxx,223xxxxx,6316.253,24 Hr Active Import Register (kWh),19/12/2024 00:00
100109xxxxx,223xxxxx,6305.274,24 Hr Active Import Register (kWh),18/12/2024 00:00
100109xxxxx,223xxxxx,6293.777,24 Hr Active Import Register (kWh),17/12/2024 00:00
100109xxxxx,223xxxxx,6282.971,24 Hr Active Import Register (kWh),16/12/2024 00:00
100109xxxxx,223xxxxx,6273.288,24 Hr Active Import Register (kWh),15/12/2024 00:00
100109xxxxx,223xxxxx,6261.142,24 Hr Active Import Register (kWh),14/12/2024 00:00
100109xxxxx,223xxxxx,6247.716,24 Hr Active Import Register (kWh),13/12/2024 00:00
100109xxxxx,223xxxxx,6235.844,24 Hr Active Import Register (kWh),12/12/2024 00:00
100109xxxxx,223xxxxx,6222.768,24 Hr Active Import Register (kWh),11/12/2024 00:00
100109xxxxx,223xxxxx,6215.128,24 Hr Active Import Register (kWh),10/12/2024 00:00
100109xxxxx,223xxxxx,6202.114,24 Hr Active Import Register (kWh),09/12/2024 00:00
100109xxxxx,223xxxxx,6193.335,24 Hr Active Import Register (kWh),08/12/2024 00:00
100109xxxxx,223xxxxx,6179.594,24 Hr Active Import Register (kWh),07/12/2024 00:00
100109xxxxx,223xxxxx,6169.249,24 Hr Active Import Register (kWh),06/12/2024 00:00
100109xxxxx,223xxxxx,6158.166,24 Hr Active Import Register (kWh),05/12/2024 00:00
100109xxxxx,223xxxxx,6147.389,24 Hr Active Import Register (kWh),04/12/2024 00:00
100109xxxxx,223xxxxx,6137.186,24 Hr Active Import Register (kWh),03/12/2024 00:00
100109xxxxx,223xxxxx,6126.006,24 Hr Active Import Register (kWh),02/12/2024 00:00
100109xxxxx,223xxxxx,6115.573,24 Hr Active Import Register (kWh),01/12/2024 00:00
100109xxxxx,223xxxxx,6107.409,24 Hr Active Import Register (kWh),30/11/2024 00:00
100109xxxxx,223xxxxx,6100.296,24 Hr Active Import Register (kWh),29/11/2024 00:00
100109xxxxx,223xxxxx,6085.674,24 Hr Active Import Register (kWh),28/11/2024 00:00
100109xxxxx,223xxxxx,6069.211,24 Hr Active Import Register (kWh),27/11/2024 00:00
100109xxxxx,223xxxxx,6057.467,24 Hr Active Import Register (kWh),26/11/2024 00:00
100109xxxxx,223xxxxx,6047.478,24 Hr Active Import Register (kWh),25/11/2024 00:00
100109xxxxx,223xxxxx,6038.115,24 Hr Active Import Register (kWh),24/11/2024 00:00
100109xxxxx,223xxxxx,6029.118,24 Hr Active Import Register (kWh),23/11/2024 00:00
100109xxxxx,223xxxxx,6018.632,24 Hr Active Import Register (kWh),22/11/2024 00:00
100109xxxxx,223xxxxx,6004.798,24 Hr Active Import Register (kWh),21/11/2024 00:00
100109xxxxx,223xxxxx,5990.559,24 Hr Active Import Register (kWh),20/11/2024 00:00
100109xxxxx,223xxxxx,5980.178,24 Hr Active Import Register (kWh),19/11/2024 00:00
100109xxxxx,223xxxxx,5964.778,24 Hr Active Import Register (kWh),18/11/2024 00:00
100109xxxxx,223xxxxx,5953.597,24 Hr Active Import Register (kWh),17/11/2024 00:00
100109xxxxx,223xxxxx,5944.642,24 Hr Active Import Register (kWh),16/11/2024 00:00
100109xxxxx,223xxxxx,5935.818,24 Hr Active Import Register (kWh),15/11/2024 00:00
100109xxxxx,223xxxxx,5925.054,24 Hr Active Import Register (kWh),14/11/2024 00:00
100109xxxxx,223xxxxx,5914.225,24 Hr Active Import Register (kWh),13/11/2024 00:00
100109xxxxx,223xxxxx,5906.935,24 Hr Active Import Register (kWh),12/11/2024 00:00
100109xxxxx,223xxxxx,5892.854,24 Hr Active Import Register (kWh),11/11/2024 00:00
100109xxxxx,223xxxxx,5884.243,24 Hr Active Import Register (kWh),10/11/2024 00:00
100109xxxxx,223xxxxx,5872.12,24 Hr Active Import Register (kWh),09/11/2024 00:00
100109xxxxx,223xxxxx,5861.151,24 Hr Active Import Register (kWh),08/11/2024 00:00
100109xxxxx,223xxxxx,5850.021,24 Hr Active Import Register (kWh),07/11/2024 00:00
100109xxxxx,223xxxxx,5838.446,24 Hr Active Import Register (kWh),06/11/2024 00:00
100109xxxxx,223xxxxx,5828.073,24 Hr Active Import Register (kWh),05/11/2024 00:00
100109xxxxx,223xxxxx,5814.201,24 Hr Active Import Register (kWh),04/11/2024 00:00
100109xxxxx,223xxxxx,5799.331,24 Hr Active Import Register (kWh),03/11/2024 00:00
100109xxxxx,223xxxxx,5785.535,24 Hr Active Import Register (kWh),02/11/2024 00:00
100109xxxxx,223xxxxx,5770.695,24 Hr Active Import Register (kWh),01/11/2024 00:00
100109xxxxx,223xxxxx,5760.536,24 Hr Active Import Register (kWh),31/10/2024 00:00
100109xxxxx,223xxxxx,5747.741,24 Hr Active Import Register (kWh),30/10/2024 00:00
100109xxxxx,223xxxxx,5740.386,24 Hr Active Import Register (kWh),29/10/2024 00:00
100109xxxxx,223xxxxx,5729.201,24 Hr Active Import Register (kWh),28/10/2024 00:00
100109xxxxx,223xxxxx,5711.382,24 Hr Active Import Register (kWh),27/10/2024 00:00
100109xxxxx,223xxxxx,5695.233,24 Hr Active Import Register (kWh),26/10/2024 00:00
100109xxxxx,223xxxxx,5680.485,24 Hr Active Import Register (kWh),25/10/2024 00:00
100109xxxxx,223xxxxx,5669.088,24 Hr Active Import Register (kWh),24/10/2024 00:00
100109xxxxx,223xxxxx,5658.431,24 Hr Active Import Register (kWh),23/10/2024 00:00
100109xxxxx,223xxxxx,5648.399,24 Hr Active Import Register (kWh),22/10/2024 00:00
100109xxxxx,223xxxxx,5636.717,24 Hr Active Import Register (kWh),21/10/2024 00:00
100109xxxxx,223xxxxx,5626.768,24 Hr Active Import Register (kWh),20/10/2024 00:00
100109xxxxx,223xxxxx,5615.389,24 Hr Active Import Register (kWh),19/10/2024 00:00
100109xxxxx,223xxxxx,5605.598,24 Hr Active Import Register (kWh),18/10/2024 00:00
100109xxxxx,223xxxxx,5597.669,24 Hr Active Import Register (kWh),17/10/2024 00:00
100109xxxxx,223xxxxx,5586.398,24 Hr Active Import Register (kWh),16/10/2024 00:00
100109xxxxx,223xxxxx,5576.699,24 Hr Active Import Register (kWh),15/10/2024 00:00
100109xxxxx,223xxxxx,5564.515,24 Hr Active Import Register (kWh),14/10/2024 00:00
100109xxxxx,223xxxxx,5555.081,24 Hr Active Import Register (kWh),13/10/2024 00:00
100109xxxxx,223xxxxx,5545.249,24 Hr Active Import Register (kWh),12/10/2024 00:00
100109xxxxx,223xxxxx,5534.338,24 Hr Active Import Register (kWh),11/10/2024 00:00
100109xxxxx,223xxxxx,5523.865,24 Hr Active Import Register (kWh),10/10/2024 00:00
100109xxxxx,223xxxxx,5511.635,24 Hr Active Import Register (kWh),09/10/2024 00:00
100109xxxxx,223xxxxx,5502.774,24 Hr Active Import Register (kWh),08/10/2024 00:00
100109xxxxx,223xxxxx,5490.56,24 Hr Active Import Register (kWh),07/10/2024 00:00
100109xxxxx,223xxxxx,5481.84,24 Hr Active Import Register (kWh),06/10/2024 00:00
100109xxxxx,223xxxxx,5469.79,24 Hr Active Import Register (kWh),05/10/2024 00:00
100109xxxxx,223xxxxx,5457.207,24 Hr Active Import Register (kWh),04/10/2024 00:00
100109xxxxx,223xxxxx,0,24 Hr Active Import Register (kWh),03/10/2024 00:00
100109xxxxx,223xxxxx,5436.408,24 Hr Active Import Register (kWh),02/10/2024 00:00
100109xxxxx,223xxxxx,5427.32,24 Hr Active Import Register (kWh),01/10/2024 00:00
100109xxxxx,223xxxxx,5414.834,24 Hr Active Import Register (kWh),30/09/2024 00:00
100109xxxxx,223xxxxx,5403.459,24 Hr Active Import Register (kWh),29/09/2024 00:00
100109xxxxx,223xxxxx,5394.833,24 Hr Active Import Register (kWh),28/09/2024 00:00
100109xxxxx,223xxxxx,5385.373,24 Hr Active Import Register (kWh),27/09/2024 00:00
100109xxxxx,223xxxxx,5376.28,24 Hr Active Import Register (kWh),26/09/2024 00:00
100109xxxxx,223xxxxx,5367.914,24 Hr Active Import Register (kWh),25/09/2024 00:00
100109xxxxx,223xxxxx,5358.662,24 Hr Active Import Register (kWh),24/09/2024 00:00
100109xxxxx,223xxxxx,5347.958,24 Hr Active Import Register (kWh),23/09/2024 00:00
100109xxxxx,223xxxxx,5338.404,24 Hr Active Import Register (kWh),22/09/2024 00:00
100109xxxxx,223xxxxx,5327.284,24 Hr Active Import Register (kWh),21/09/2024 00:00
100109xxxxx,223xxxxx,5316.582,24 Hr Active Import Register (kWh),20/09/2024 00:00
100109xxxxx,223xxxxx,5306.363,24 Hr Active Import Register (kWh),19/09/2024 00:00
100109xxxxx,223xxxxx,5294.304,24 Hr Active Import Register (kWh),18/09/2024 00:00
100109xxxxx,223xxxxx,5279.656,24 Hr Active Import Register (kWh),17/09/2024 00:00
100109xxxxx,223xxxxx,5266.846,24 Hr Active Import Register (kWh),16/09/2024 00:00
100109xxxxx,223xxxxx,5255.797,24 Hr Active Import Register (kWh),15/09/2024 00:00
100109xxxxx,223xxxxx,5244.476,24 Hr Active Import Register (kWh),14/09/2024 00:00
100109xxxxx,223xxxxx,5233.542,24 Hr Active Import Register (kWh),13/09/2024 00:00
100109xxxxx,223xxxxx,0,24 Hr Active Import Register (kWh),12/09/2024 00:00
100109xxxxx,223xxxxx,5213.392,24 Hr Active Import Register (kWh),11/09/2024 00:00
100109xxxxx,223xxxxx,5204.647,24 Hr Active Import Register (kWh),10/09/2024 00:00
100109xxxxx,223xxxxx,5194.292,24 Hr Active Import Register (kWh),09/09/2024 00:00
100109xxxxx,223xxxxx,5186.187,24 Hr Active Import Register (kWh),08/09/2024 00:00
100109xxxxx,223xxxxx,5174.115,24 Hr Active Import Register (kWh),07/09/2024 00:00
100109xxxxx,223xxxxx,5164.342,24 Hr Active Import Register (kWh),06/09/2024 00:00
100109xxxxx,223xxxxx,5155.701,24 Hr Active Import Register (kWh),05/09/2024 00:00
100109xxxxx,223xxxxx,5146.88,24 Hr Active Import Register (kWh),04/09/2024 00:00
100109xxxxx,223xxxxx,5133.796,24 Hr Active Import Register (kWh),03/09/2024 00:00
100109xxxxx,223xxxxx,5122.074,24 Hr Active Import Register (kWh),02/09/2024 00:00
100109xxxxx,223xxxxx,5111.808,24 Hr Active Import Register (kWh),01/09/2024 00:00
100109xxxxx,223xxxxx,5098.967,24 Hr Active Import Register (kWh),31/08/2024 00:00
100109xxxxx,223xxxxx,5087.419,24 Hr Active Import Register (kWh),30/08/2024 00:00
100109xxxxx,223xxxxx,5076.789,24 Hr Active Import Register (kWh),29/08/2024 00:00
100109xxxxx,223xxxxx,5069.374,24 Hr Active Import Register (kWh),28/08/2024 00:00
100109xxxxx,223xxxxx,5060.222,24 Hr Active Import Register (kWh),27/08/2024 00:00
100109xxxxx,223xxxxx,5048.894,24 Hr Active Import Register (kWh),26/08/2024 00:00
100109xxxxx,223xxxxx,5039.198,24 Hr Active Import Register (kWh),25/08/2024 00:00
100109xxxxx,223xxxxx,5027.543,24 Hr Active Import Register (kWh),24/08/2024 00:00
100109xxxxx,223xxxxx,5017.773,24 Hr Active Import Register (kWh),23/08/2024 00:00
100109xxxxx,223xxxxx,5007.949,24 Hr Active Import Register (kWh),22/08/2024 00:00
100109xxxxx,223xxxxx,4999.258,24 Hr Active Import Register (kWh),21/08/2024 00:00
100109xxxxx,223xxxxx,4989.189,24 Hr Active Import Register (kWh),20/08/2024 00:00
100109xxxxx,223xxxxx,4979.401,24 Hr Active Import Register (kWh),19/08/2024 00:00
100109xxxxx,223xxxxx,4970.886,24 Hr Active Import Register (kWh),18/08/2024 00:00
100109xxxxx,223xxxxx,4958.9,24 Hr Active Import Register (kWh),17/08/2024 00:00
100109xxxxx,223xxxxx,4948.916,24 Hr Active Import Register (kWh),16/08/2024 00:00
100109xxxxx,223xxxxx,4937.305,24 Hr Active Import Register (kWh),15/08/2024 00:00
100109xxxxx,223xxxxx,4927.917,24 Hr Active Import Register (kWh),14/08/2024 00:00
100109xxxxx,223xxxxx,4919.223,24 Hr Active Import Register (kWh),13/08/2024 00:00
100109xxxxx,223xxxxx,4910.321,24 Hr Active Import Register (kWh),12/08/2024 00:00
100109xxxxx,223xxxxx,4900.012,24 Hr Active Import Register (kWh),11/08/2024 00:00
100109xxxxx,223xxxxx,4891.995,24 Hr Active Import Register (kWh),10/08/2024 00:00
100109xxxxx,223xxxxx,4882.138,24 Hr Active Import Register (kWh),09/08/2024 00:00
100109xxxxx,223xxxxx,4873.908,24 Hr Active Import Register (kWh),08/08/2024 00:00
100109xxxxx,223xxxxx,4865.431,24 Hr Active Import Register (kWh),07/08/2024 00:00
100109xxxxx,223xxxxx,4854.01,24 Hr Active Import Register (kWh),06/08/2024 00:00
100109xxxxx,223xxxxx,4845.014,24 Hr Active Import Register (kWh),05/08/2024 00:00
100109xxxxx,223xxxxx,4836.387,24 Hr Active Import Register (kWh),04/08/2024 00:00
100109xxxxx,223xxxxx,4825.525,24 Hr Active Import Register (kWh),03/08/2024 00:00
100109xxxxx,223xxxxx,4815.54,24 Hr Active Import Register (kWh),02/08/2024 00:00
100109xxxxx,223xxxxx,4807.083,24 Hr Active Import Register (kWh),01/08/2024 00:00
100109xxxxx,223xxxxx,4796.912,24 Hr Active Import Register (kWh),31/07/2024 00:00
100109xxxxx,223xxxxx,4786.547,24 Hr Active Import Register (kWh),30/07/2024 00:00
100109xxxxx,223xxxxx,4776.878,24 Hr Active Import Register (kWh),29/07/2024 00:00
100109xxxxx,223xxxxx,4765.451,24 Hr Active Import Register (kWh),28/07/2024 00:00
100109xxxxx,223xxxxx,4754.903,24 Hr Active Import Register (kWh),27/07/2024 00:00
100109xxxxx,223xxxxx,4743.24,24 Hr Active Import Register (kWh),26/07/2024 00:00
100109xxxxx,223xxxxx,4732.19,24 Hr Active Import Register (kWh),25/07/2024 00:00
100109xxxxx,223xxxxx,4721.613,24 Hr Active Import Register (kWh),24/07/2024 00:00
100109xxxxx,223xxxxx,4712.514,24 Hr Active Import Register (kWh),23/07/2024 00:00
100109xxxxx,223xxxxx,4705.012,24 Hr Active Import Register (kWh),22/07/2024 00:00
100109xxxxx,223xxxxx,4694.889,24 Hr Active Import Register (kWh),21/07/2024 00:00
100109xxxxx,223xxxxx,4678.829,24 Hr Active Import Register (kWh),20/07/2024 00:00
